measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),98,Chile,2,Female,23,5-14 years,294,All causes,3,Rate,1990,1908.6522414556168,1935.60183876081,1883.4853651681378
4,YLLs (Years of Life Lost),98,Chile,3,Both,23,5-14 years,294,All causes,3,Rate,1990,2491.565575888895,2526.735908459721,2459.024091591404
4,YLLs (Years of Life Lost),98,Chile,1,Male,24,15-49 years,294,All causes,3,Rate,1990,12951.820210681577,13061.390121036504,12845.431017614947
4,YLLs (Years of Life Lost),98,Chile,2,Female,24,15-49 years,294,All causes,3,Rate,1990,5086.650911903751,5152.022210978564,5025.955008302492
4,YLLs (Years of Life Lost),98,Chile,3,Both,24,15-49 years,294,All causes,3,Rate,1990,8955.673929494644,9020.233088613957,8893.207253899927
4,YLLs (Years of Life Lost),98,Chile,1,Male,25,50-69 years,294,All causes,3,Rate,1990,49322.19141827913,49828.604653776245,48827.02783375583
4,YLLs (Years of Life Lost),98,Chile,2,Female,25,50-69 years,294,All causes,3,Rate,1990,26781.267540974564,27098.32655516832,26484.59601750851
4,YLLs (Years of Life Lost),98,Chile,3,Both,25,50-69 years,294,All causes,3,Rate,1990,37361.496297179234,37649.34328834316,37078.337442579956
4,YLLs (Years of Life Lost),98,Chile,1,Male,26,70+ years,294,All causes,3,Rate,1990,106723.27295812673,107541.52754426376,105917.30139973505
4,YLLs (Years of Life Lost),98,Chile,2,Female,26,70+ years,294,All causes,3,Rate,1990,78318.9888007478,79001.99570001481,77676.90730897781
4,YLLs (Years of Life Lost),98,Chile,3,Both,26,70+ years,294,All causes,3,Rate,1990,90339.24847557119,90845.28343406484,89833.4898474204
4,YLLs (Years of Life Lost),114,Haiti,1,Male,1,Under 5,294,All causes,3,Rate,1990,328218.09419909044,359607.2617594791,296764.2218069932
4,YLLs (Years of Life Lost),114,Haiti,2,Female,1,Under 5,294,All causes,3,Rate,1990,284104.2600506225,312878.22967702616,258625.52877401095
4,YLLs (Years of Life Lost),114,Haiti,3,Both,1,Under 5,294,All causes,3,Rate,1990,306176.50062534877,336149.9298160732,277516.14743545203
4,YLLs (Years of Life Lost),114,Haiti,1,Male,23,5-14 years,294,All causes,3,Rate,1990,14745.635354065304,16300.034195148544,13171.81532511602
4,YLLs (Years of Life Lost),114,Haiti,2,Female,23,5-14 years,294,All causes,3,Rate,1990,12398.311501487657,13355.315151523062,11404.411164370556
4,YLLs (Years of Life Lost),114,Haiti,3,Both,23,5-14 years,294,All causes,3,Rate,1990,13550.202052596951,14744.828987454548,12301.77290619267
4,YLLs (Years of Life Lost),114,Haiti,1,Male,24,15-49 years,294,All causes,3,Rate,1990,25580.338749200848,29635.935922465356,22272.35863977482
4,YLLs (Years of Life Lost),114,Haiti,2,Female,24,15-49 years,294,All causes,3,Rate,1990,27826.759691425374,32303.751136861087,23995.292169603617
4,YLLs (Years of Life Lost),114,Haiti,3,Both,24,15-49 years,294,All causes,3,Rate,1990,26756.25628445284,30911.861629325736,23329.716484979414
4,YLLs (Years of Life Lost),114,Haiti,1,Male,25,50-69 years,294,All causes,3,Rate,1990,89101.57067162328,101429.76005856425,76970.42340606166
4,YLLs (Years of Life Lost),114,Haiti,2,Female,25,50-69 years,294,All causes,3,Rate,1990,78294.53154357191,88109.6321485005,68587.28415862238
4,YLLs (Years of Life Lost),114,Haiti,3,Both,25,50-69 years,294,All causes,3,Rate,1990,83711.56764683154,93061.41377051138,74353.8080347434
4,YLLs (Years of Life Lost),114,Haiti,1,Male,26,70+ years,294,All causes,3,Rate,1990,155978.0883533939,166006.40526699243,143642.60336274223
4,YLLs (Years of Life Lost),114,Haiti,2,Female,26,70+ years,294,All causes,3,Rate,1990,140694.68160627427,149449.43018666055,131524.37243325406
4,YLLs (Years of Life Lost),114,Haiti,3,Both,26,70+ years,294,All causes,3,Rate,1990,147536.98839928207,153615.56239625218,138541.41716882098
4,YLLs (Years of Life Lost),35,Georgia,1,Male,1,Under 5,294,All causes,3,Rate,1990,73994.92886828333,84965.22677519887,64408.62235167148
4,YLLs (Years of Life Lost),35,Georgia,2,Female,1,Under 5,294,All causes,3,Rate,1990,56999.05355849606,64930.04680868934,49859.668612971305
4,YLLs (Years of Life Lost),35,Georgia,3,Both,1,Under 5,294,All causes,3,Rate,1990,65688.41228091989,74912.89976107897,57323.562204146816
4,YLLs (Years of Life Lost),35,Georgia,1,Male,23,5-14 years,294,All causes,3,Rate,1990,5012.952277125679,5401.314070705323,4640.2007351657785
4,YLLs (Years of Life Lost),35,Georgia,2,Female,23,5-14 years,294,All causes,3,Rate,1990,3152.488209256816,3373.8124662605687,2949.1826614366078
4,YLLs (Years of Life Lost),35,Georgia,3,Both,23,5-14 years,294,All causes,3,Rate,1990,4099.457854936467,4405.31488233118,3810.2212429808715
4,YLLs (Years of Life Lost),35,Georgia,1,Male,24,15-49 years,294,All causes,3,Rate,1990,18300.03315450181,19858.6264169548,16803.461056787743
4,YLLs (Years of Life Lost),35,Georgia,2,Female,24,15-49 years,294,All causes,3,Rate,1990,6677.1319163426115,7309.6415207332175,6029.702654151436
4,YLLs (Years of Life Lost),35,Georgia,3,Both,24,15-49 years,294,All causes,3,Rate,1990,12351.250311200576,13294.653034073295,11434.107853750153
4,YLLs (Years of Life Lost),35,Georgia,1,Male,25,50-69 years,294,All causes,3,Rate,1990,69881.15335414563,77277.63805286301,62878.51493751822
4,YLLs (Years of Life Lost),35,Georgia,2,Female,25,50-69 years,294,All causes,3,Rate,1990,34342.898331577715,37251.4876772118,31364.65628423596
4,YLLs (Years of Life Lost),35,Georgia,3,Both,25,50-69 years,294,All causes,3,Rate,1990,50226.54779018808,54475.101047148266,46140.94204434001
4,YLLs (Years of Life Lost),35,Georgia,1,Male,26,70+ years,294,All causes,3,Rate,1990,143883.92694240637,154029.46760915726,133874.37438341466
4,YLLs (Years of Life Lost),35,Georgia,2,Female,26,70+ years,294,All causes,3,Rate,1990,105180.44878912572,111408.29419025524,98620.47623665408
4,YLLs (Years of Life Lost),35,Georgia,3,Both,26,70+ years,294,All causes,3,Rate,1990,117223.9188205951,123639.71711926874,110791.09371062032
4,YLLs (Years of Life Lost),305,Bermuda,1,Male,1,Under 5,294,All causes,3,Rate,1990,19986.093922510863,22991.232316862453,17213.894123523103
4,YLLs (Years of Life Lost),305,Bermuda,2,Female,1,Under 5,294,All causes,3,Rate,1990,18647.451019848384,21259.33287896747,16266.493447209801
4,YLLs (Years of Life Lost),305,Bermuda,3,Both,1,Under 5,294,All causes,3,Rate,1990,19325.081749531546,22144.205454050516,16752.73917958205
4,YLLs (Years of Life Lost),305,Bermuda,1,Male,23,5-14 years,294,All causes,3,Rate,1990,1669.009532225828,1855.4253316393279,1504.2613979499588
4,YLLs (Years of Life Lost),305,Bermuda,2,Female,23,5-14 years,294,All causes,3,Rate,1990,1387.4750277576634,1522.5244441972795,1256.9356895142043
4,YLLs (Years of Life Lost),305,Bermuda,3,Both,23,5-14 years,294,All causes,3,Rate,1990,1529.3452870627277,1685.2179060659364,1387.688180758588
4,YLLs (Years of Life Lost),305,Bermuda,1,Male,24,15-49 years,294,All causes,3,Rate,1990,13103.71852267007,13947.031310669827,12308.460891145243
4,YLLs (Years of Life Lost),305,Bermuda,2,Female,24,15-49 years,294,All causes,3,Rate,1990,5289.095581330156,5847.96097042887,4805.222760996656
4,YLLs (Years of Life Lost),305,Bermuda,3,Both,24,15-49 years,294,All causes,3,Rate,1990,9150.791277350938,9709.786611360765,8652.225741619513
4,YLLs (Years of Life Lost),305,Bermuda,1,Male,25,50-69 years,294,All causes,3,Rate,1990,60326.977243269655,63684.69572833808,57051.99255319076
4,YLLs (Years of Life Lost),305,Bermuda,2,Female,25,50-69 years,294,All causes,3,Rate,1990,26202.08655751539,28663.301345001768,23855.76135684254
4,YLLs (Years of Life Lost),305,Bermuda,3,Both,25,50-69 years,294,All causes,3,Rate,1990,42259.33051811926,44443.58836329736,40098.670604660125
4,YLLs (Years of Life Lost),305,Bermuda,1,Male,26,70+ years,294,All causes,3,Rate,1990,134965.83055122115,138616.39912972937,131272.69011563584
4,YLLs (Years of Life Lost),305,Bermuda,2,Female,26,70+ years,294,All causes,3,Rate,1990,80715.51060253756,82929.61991896592,77949.60425102928
4,YLLs (Years of Life Lost),305,Bermuda,3,Both,26,70+ years,294,All causes,3,Rate,1990,101658.24450474097,104060.70222606225,99029.08235660776
4,YLLs (Years of Life Lost),51,Poland,1,Male,1,Under 5,294,All causes,3,Rate,1990,34601.959793823306,35738.48206732342,33483.09424264507
4,YLLs (Years of Life Lost),51,Poland,2,Female,1,Under 5,294,All causes,3,Rate,1990,26718.56201709862,27567.155071006495,25853.941820382635
4,YLLs (Years of Life Lost),51,Poland,3,Both,1,Under 5,294,All causes,3,Rate,1990,30750.61115960738,31735.460996605325,29804.81964867544
4,YLLs (Years of Life Lost),51,Poland,1,Male,23,5-14 years,294,All causes,3,Rate,1990,2671.5533033642205,2702.465397908896,2641.3013926047843
4,YLLs (Years of Life Lost),51,Poland,2,Female,23,5-14 years,294,All causes,3,Rate,1990,1743.5558831275039,1762.7626193464612,1724.5371478492086
4,YLLs (Years of Life Lost),51,Poland,3,Both,23,5-14 years,294,All causes,3,Rate,1990,2217.7466400553108,2241.0895334486427,2195.570097928719
4,YLLs (Years of Life Lost),51,Poland,1,Male,24,15-49 years,294,All causes,3,Rate,1990,17412.312739602956,17515.508535859044,17304.73237238497
4,YLLs (Years of Life Lost),51,Poland,2,Female,24,15-49 years,294,All causes,3,Rate,1990,5763.434581304112,5834.084952868289,5693.249565439623
4,YLLs (Years of Life Lost),51,Poland,3,Both,24,15-49 years,294,All causes,3,Rate,1990,11637.175996078498,11698.871392643034,11572.996248466283
4,YLLs (Years of Life Lost),51,Poland,1,Male,25,50-69 years,294,All causes,3,Rate,1990,73164.17889203088,73678.90354535672,72617.72995922837
4,YLLs (Years of Life Lost),51,Poland,2,Female,25,50-69 years,294,All causes,3,Rate,1990,30806.087512737406,31140.975446356668,30467.580985344463
4,YLLs (Years of Life Lost),51,Poland,3,Both,25,50-69 years,294,All causes,3,Rate,1990,50054.33463005575,50345.595504781435,49748.31986610393
4,YLLs (Years of Life Lost),51,Poland,1,Male,26,70+ years,294,All causes,3,Rate,1990,139590.90432062885,140274.0302243515,138878.03217364987
4,YLLs (Years of Life Lost),51,Poland,2,Female,26,70+ years,294,All causes,3,Rate,1990,94217.57921321555,94959.22877581144,93470.81814730815
4,YLLs (Years of Life Lost),51,Poland,3,Both,26,70+ years,294,All causes,3,Rate,1990,110079.05215554716,110615.10344352985,109529.87377671963
4,YLLs (Years of Life Lost),67,Japan,1,Male,1,Under 5,294,All causes,3,Rate,1990,11325.940185146777,11590.580715899869,11058.332391326936
4,YLLs (Years of Life Lost),67,Japan,2,Female,1,Under 5,294,All causes,3,Rate,1990,9365.105149311754,9590.04802982547,9134.17026614957
4,YLLs (Years of Life Lost),67,Japan,3,Both,1,Under 5,294,All causes,3,Rate,1990,10370.4375597878,10587.685668546514,10146.561632416015
4,YLLs (Years of Life Lost),67,Japan,1,Male,23,5-14 years,294,All causes,3,Rate,1990,1519.839022297104,1534.9421493496045,1504.56038873715
4,YLLs (Years of Life Lost),67,Japan,2,Female,23,5-14 years,294,All causes,3,Rate,1990,1021.5156077463091,1031.1367672445742,1012.33030059464
4,YLLs (Years of Life Lost),67,Japan,3,Both,23,5-14 years,294,All causes,3,Rate,1990,1277.0115912876647,1286.5950059109464,1266.9106363267545
4,YLLs (Years of Life Lost),67,Japan,1,Male,24,15-49 years,294,All causes,3,Rate,1990,6672.414060094183,6699.451033964272,6645.491685921786
4,YLLs (Years of Life Lost),67,Japan,2,Female,24,15-49 years,294,All causes,3,Rate,1990,3434.513509368346,3457.1268907363797,3412.260717554523
4,YLLs (Years of Life Lost),67,Japan,3,Both,24,15-49 years,294,All causes,3,Rate,1990,5071.099125851962,5090.358243405211,5053.053986987099
4,YLLs (Years of Life Lost),67,Japan,1,Male,25,50-69 years,294,All causes,3,Rate,1990,29920.458676376227,30065.484146341067,29774.14204386955
4,YLLs (Years of Life Lost),67,Japan,2,Female,25,50-69 years,294,All causes,3,Rate,1990,14087.716085813032,14174.175743160618,14003.746650252335
4,YLLs (Years of Life Lost),67,Japan,3,Both,25,50-69 years,294,All causes,3,Rate,1990,21664.50945957588,21755.628597794766,21580.841691507736
4,YLLs (Years of Life Lost),67,Japan,1,Male,26,70+ years,294,All causes,3,Rate,1990,86562.73107379563,86878.48096277854,86247.0098634019
4,YLLs (Years of Life Lost),67,Japan,2,Female,26,70+ years,294,All causes,3,Rate,1990,53439.061940732136,53687.78935489733,53197.84988177833
4,YLLs (Years of Life Lost),67,Japan,3,Both,26,70+ years,294,All causes,3,Rate,1990,66296.07725380763,66500.12358218723,66097.43576567557
4,YLLs (Years of Life Lost),422,United States Virgin Islands,1,Male,1,Under 5,294,All causes,3,Rate,1990,35756.34739671818,41414.69137015044,30438.231388807864
4,YLLs (Years of Life Lost),422,United States Virgin Islands,2,Female,1,Under 5,294,All causes,3,Rate,1990,26919.389144274108,30761.651615332215,23254.66656185014
4,YLLs (Years of Life Lost),422,United States Virgin Islands,3,Both,1,Under 5,294,All causes,3,Rate,1990,31383.935807032347,36133.43342115574,26992.390066729833
4,YLLs (Years of Life Lost),422,United States Virgin Islands,1,Male,23,5-14 years,294,All causes,3,Rate,1990,4700.673016747275,5210.411441504489,4222.300681396837
4,YLLs (Years of Life Lost),422,United States Virgin Islands,2,Female,23,5-14 years,294,All causes,3,Rate,1990,2000.3152440249569,2187.710472666613,1864.2257000176535
4,YLLs (Years of Life Lost),422,United States Virgin Islands,3,Both,23,5-14 years,294,All causes,3,Rate,1990,3364.189163649335,3720.8343580925666,3064.3862138459317
4,YLLs (Years of Life Lost),422,United States Virgin Islands,1,Male,24,15-49 years,294,All causes,3,Rate,1990,20180.966009240175,22722.3075960053,17767.228642468373
4,YLLs (Years of Life Lost),422,United States Virgin Islands,2,Female,24,15-49 years,294,All causes,3,Rate,1990,7031.241058609129,8175.473098135762,6086.190448830453
4,YLLs (Years of Life Lost),422,United States Virgin Islands,3,Both,24,15-49 years,294,All causes,3,Rate,1990,13292.458743584617,15109.1903865506,11627.100171608405
4,YLLs (Years of Life Lost),422,United States Virgin Islands,1,Male,25,50-69 years,294,All causes,3,Rate,1990,46037.53056030542,53213.65884054634,39374.72511620743
4,YLLs (Years of Life Lost),422,United States Virgin Islands,2,Female,25,50-69 years,294,All causes,3,Rate,1990,31545.15677433214,35573.32453100583,27551.623302210697
4,YLLs (Years of Life Lost),422,United States Virgin Islands,3,Both,25,50-69 years,294,All causes,3,Rate,1990,38541.68285741464,43919.710303906206,33148.67716299826
4,YLLs (Years of Life Lost),422,United States Virgin Islands,1,Male,26,70+ years,294,All causes,3,Rate,1990,95215.37282946227,106232.0618407913,84523.76290997461
4,YLLs (Years of Life Lost),422,United States Virgin Islands,2,Female,26,70+ years,294,All causes,3,Rate,1990,81188.09990304602,87480.86237823215,73606.8336244013
4,YLLs (Years of Life Lost),422,United States Virgin Islands,3,Both,26,70+ years,294,All causes,3,Rate,1990,87244.17375054161,95107.05458710411,78091.08119332891
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,1,Male,1,Under 5,294,All causes,3,Rate,2000,335992.89111356856,374361.91773811646,301362.2416541366
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,2,Female,1,Under 5,294,All causes,3,Rate,2000,296572.7251683548,329760.44475844613,266755.6173862888
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,3,Both,1,Under 5,294,All causes,3,Rate,2000,316451.4450810098,352112.1166042402,284130.5391240754
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,1,Male,23,5-14 years,294,All causes,3,Rate,2000,15501.199568345477,17456.78984406021,13424.119493133321
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,2,Female,23,5-14 years,294,All causes,3,Rate,2000,12546.454999717338,13856.02886261654,10899.723406728715
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,3,Both,23,5-14 years,294,All causes,3,Rate,2000,14034.904749651692,15642.33988669258,12136.032457953006
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,1,Male,24,15-49 years,294,All causes,3,Rate,2000,29658.767374998773,33224.444182950174,26418.860316391074
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,2,Female,24,15-49 years,294,All causes,3,Rate,2000,28999.203606692114,34403.15405029043,23965.829959847877
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,3,Both,24,15-49 years,294,All causes,3,Rate,2000,29329.559038942116,33559.66097297231,25274.87766266392
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,1,Male,25,50-69 years,294,All causes,3,Rate,2000,100817.19611620015,114039.86286951893,87696.07468930489
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,2,Female,25,50-69 years,294,All causes,3,Rate,2000,66819.06663769243,76047.21452786986,58399.53034906324
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,3,Both,25,50-69 years,294,All causes,3,Rate,2000,81818.8219433095,92861.26152211567,71544.21673002062
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,1,Male,26,70+ years,294,All causes,3,Rate,2000,172183.95514432972,183589.57788550653,159624.79823278202
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,2,Female,26,70+ years,294,All causes,3,Rate,2000,122774.67885137766,132777.2537879731,114366.0237238191
4,YLLs (Years of Life Lost),171,Democratic Republic of the Congo,3,Both,26,70+ years,294,All causes,3,Rate,2000,142895.41938789206,153442.7859617393,132785.1381777465
4,YLLs (Years of Life Lost),146,Lebanon,1,Male,1,Under 5,294,All causes,3,Rate,1990,64640.602110508946,75761.20422663876,54710.01514210006
4,YLLs (Years of Life Lost),146,Lebanon,2,Female,1,Under 5,294,All causes,3,Rate,1990,65778.4021223681,75492.89456352816,56706.4205459321
4,YLLs (Years of Life Lost),146,Lebanon,3,Both,1,Under 5,294,All causes,3,Rate,1990,65192.007007576714,75424.63881690707,55794.503175476784
4,YLLs (Years of Life Lost),146,Lebanon,1,Male,23,5-14 years,294,All causes,3,Rate,1990,5473.213175714761,6167.916517076103,4922.614397636898
4,YLLs (Years of Life Lost),146,Lebanon,2,Female,23,5-14 years,294,All causes,3,Rate,1990,4488.59154995872,5094.084760223893,3945.850202381542
4,YLLs (Years of Life Lost),146,Lebanon,3,Both,23,5-14 years,294,All causes,3,Rate,1990,5006.406500339149,5659.657319269932,4462.61746413219
4,YLLs (Years of Life Lost),146,Lebanon,1,Male,24,15-49 years,294,All causes,3,Rate,1990,21943.51155733958,24772.336456975394,19565.721722871614
4,YLLs (Years of Life Lost),146,Lebanon,2,Female,24,15-49 years,294,All causes,3,Rate,1990,8547.453464680508,9947.521721418623,7093.683408041192
4,YLLs (Years of Life Lost),146,Lebanon,3,Both,24,15-49 years,294,All causes,3,Rate,1990,15146.58950436419,17140.556077526388,13316.424844824285
4,YLLs (Years of Life Lost),146,Lebanon,1,Male,25,50-69 years,294,All causes,3,Rate,1990,52635.30680254294,62633.29242425121,44202.162198875965
4,YLLs (Years of Life Lost),146,Lebanon,2,Female,25,50-69 years,294,All causes,3,Rate,1990,31006.698803541905,36454.64148673346,26716.79836764973
4,YLLs (Years of Life Lost),146,Lebanon,3,Both,25,50-69 years,294,All causes,3,Rate,1990,42027.097461783065,49478.04814302666,35991.88133805504
4,YLLs (Years of Life Lost),146,Lebanon,1,Male,26,70+ years,294,All causes,3,Rate,1990,120674.24915575293,136668.98176083484,109015.03237013468
4,YLLs (Years of Life Lost),146,Lebanon,2,Female,26,70+ years,294,All causes,3,Rate,1990,95734.92403645968,106661.430407782,89371.65111302664
4,YLLs (Years of Life Lost),146,Lebanon,3,Both,26,70+ years,294,All causes,3,Rate,1990,107473.51635139593,119987.57591395533,100348.21686965194
4,YLLs (Years of Life Lost),130,Mexico,1,Male,1,Under 5,294,All causes,3,Rate,1990,91714.70569081612,103126.19045810842,81723.14671782286
4,YLLs (Years of Life Lost),130,Mexico,2,Female,1,Under 5,294,All causes,3,Rate,1990,76144.81369485203,85201.51011833444,67819.15029872357
4,YLLs (Years of Life Lost),130,Mexico,3,Both,1,Under 5,294,All causes,3,Rate,1990,84018.3607884137,93872.21444568898,74635.80696359738
4,YLLs (Years of Life Lost),130,Mexico,1,Male,23,5-14 years,294,All causes,3,Rate,1990,5447.981315641349,5783.534187931356,5155.120746541104
4,YLLs (Years of Life Lost),130,Mexico,2,Female,23,5-14 years,294,All causes,3,Rate,1990,3980.2369892984752,4185.806817739289,3771.835753988004
4,YLLs (Years of Life Lost),130,Mexico,3,Both,23,5-14 years,294,All causes,3,Rate,1990,4720.031630074499,4979.393881323224,4468.374157221745
4,YLLs (Years of Life Lost),130,Mexico,1,Male,24,15-49 years,294,All causes,3,Rate,1990,16535.88852379208,16619.187127780115,16454.509327769087
4,YLLs (Years of Life Lost),130,Mexico,2,Female,24,15-49 years,294,All causes,3,Rate,1990,6631.768042740954,6683.285738853967,6580.034750781816
4,YLLs (Years of Life Lost),130,Mexico,3,Both,24,15-49 years,294,All causes,3,Rate,1990,11435.041885011473,11484.111550856875,11384.68382660741
4,YLLs (Years of Life Lost),130,Mexico,1,Male,25,50-69 years,294,All causes,3,Rate,1990,44146.95243774776,44430.90271101245,43887.77795683
4,YLLs (Years of Life Lost),130,Mexico,2,Female,25,50-69 years,294,All causes,3,Rate,1990,29635.9107470166,29843.551720838535,29434.270492385727
4,YLLs (Years of Life Lost),130,Mexico,3,Both,25,50-69 years,294,All causes,3,Rate,1990,36660.02836670118,36822.339669744164,36503.75742190663
4,YLLs (Years of Life Lost),130,Mexico,1,Male,26,70+ years,294,All causes,3,Rate,1990,88718.86714732244,89145.98520195998,88330.990911387
4,YLLs (Years of Life Lost),130,Mexico,2,Female,26,70+ years,294,All causes,3,Rate,1990,77827.61108408449,78224.00531569385,77445.6249956393
4,YLLs (Years of Life Lost),130,Mexico,3,Both,26,70+ years,294,All causes,3,Rate,1990,82994.8020311398,83268.63051515004,82729.89067384962
4,YLLs (Years of Life Lost),178,Eritrea,1,Male,1,Under 5,294,All causes,3,Rate,1990,380101.3153611906,426159.99589948624,337093.86190134764
4,YLLs (Years of Life Lost),178,Eritrea,2,Female,1,Under 5,294,All causes,3,Rate,1990,335842.9912569253,371691.40237557096,300743.63251101034
4,YLLs (Years of Life Lost),178,Eritrea,3,Both,1,Under 5,294,All causes,3,Rate,1990,358331.96113926166,399153.0809022782,319008.91869344574
4,YLLs (Years of Life Lost),178,Eritrea,1,Male,23,5-14 years,294,All causes,3,Rate,1990,31132.948661708404,34475.61570325789,28054.129240664937
4,YLLs (Years of Life Lost),178,Eritrea,2,Female,23,5-14 years,294,All causes,3,Rate,1990,26554.61035575278,30008.644478482027,23488.86474539491
4,YLLs (Years of Life Lost),178,Eritrea,3,Both,23,5-14 years,294,All causes,3,Rate,1990,28908.35580417734,32244.9286838084,25808.458653097405
4,YLLs (Years of Life Lost),178,Eritrea,1,Male,24,15-49 years,294,All causes,3,Rate,1990,84301.3386823585,96941.36366744855,73865.71707473564
4,YLLs (Years of Life Lost),178,Eritrea,2,Female,24,15-49 years,294,All causes,3,Rate,1990,39310.6280099779,43950.45432396092,35308.98820273752
4,YLLs (Years of Life Lost),178,Eritrea,3,Both,24,15-49 years,294,All causes,3,Rate,1990,61749.576063700384,69455.65758547623,54686.29352542431
4,YLLs (Years of Life Lost),178,Eritrea,1,Male,25,50-69 years,294,All causes,3,Rate,1990,151403.64047145165,166082.7986880377,135223.71957836155
4,YLLs (Years of Life Lost),178,Eritrea,2,Female,25,50-69 years,294,All causes,3,Rate,1990,91152.46674749133,105864.61779899221,77860.91712869838
4,YLLs (Years of Life Lost),178,Eritrea,3,Both,25,50-69 years,294,All causes,3,Rate,1990,118349.09265743635,132212.6662806158,104423.74370820615
4,YLLs (Years of Life Lost),178,Eritrea,1,Male,26,70+ years,294,All causes,3,Rate,1990,215448.81958347664,225351.4999984001,203023.4873425843
4,YLLs (Years of Life Lost),178,Eritrea,2,Female,26,70+ years,294,All causes,3,Rate,1990,153039.20597446125,172435.5572342674,136996.05441091186
4,YLLs (Years of Life Lost),178,Eritrea,3,Both,26,70+ years,294,All causes,3,Rate,1990,173156.67081573128,188339.81843005205,158953.68049066208
4,YLLs (Years of Life Lost),162,Bhutan,1,Male,1,Under 5,294,All causes,3,Rate,1990,274252.65737092536,332616.34887829085,225649.37281209006
4,YLLs (Years of Life Lost),162,Bhutan,2,Female,1,Under 5,294,All causes,3,Rate,1990,273355.8453404181,329670.2399751489,227412.374722268
