measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),28,Solomon Islands,2,Female,24,15-49 years,294,All causes,3,Rate,1990,29392.66638691237,37402.23016358164,22601.335288460246
4,YLLs (Years of Life Lost),28,Solomon Islands,3,Both,24,15-49 years,294,All causes,3,Rate,1990,36048.912833672715,44273.85782264241,28875.251531875456
4,YLLs (Years of Life Lost),28,Solomon Islands,1,Male,25,50-69 years,294,All causes,3,Rate,1990,148700.64865398098,182474.52345123445,117333.87144438969
4,YLLs (Years of Life Lost),28,Solomon Islands,2,Female,25,50-69 years,294,All causes,3,Rate,1990,113050.87818067869,137703.49123680446,90328.91967192615
4,YLLs (Years of Life Lost),28,Solomon Islands,3,Both,25,50-69 years,294,All causes,3,Rate,1990,132599.3504139751,162253.58702929315,105137.02482595111
4,YLLs (Years of Life Lost),28,Solomon Islands,1,Male,26,70+ years,294,All causes,3,Rate,1990,200720.1664354961,225784.2516692275,173327.8297189871
4,YLLs (Years of Life Lost),28,Solomon Islands,2,Female,26,70+ years,294,All causes,3,Rate,1990,185694.55209212063,205017.03824478557,163991.9595139062
4,YLLs (Years of Life Lost),28,Solomon Islands,3,Both,26,70+ years,294,All causes,3,Rate,1990,194654.45988285445,217423.41358238307,169572.137316104
4,YLLs (Years of Life Lost),160,Afghanistan,1,Male,1,Under 5,294,All causes,3,Rate,2000,272663.46478037356,302595.67379333114,244844.65832282082
4,YLLs (Years of Life Lost),160,Afghanistan,2,Female,1,Under 5,294,All causes,3,Rate,2000,262698.0204647341,291491.8397630845,238250.78682933736
4,YLLs (Years of Life Lost),160,Afghanistan,3,Both,1,Under 5,294,All causes,3,Rate,2000,267817.1230339857,297205.0569625535,242010.05815234923
4,YLLs (Years of Life Lost),160,Afghanistan,1,Male,23,5-14 years,294,All causes,3,Rate,2000,15316.731708503934,16593.200069735743,13812.20016610697
4,YLLs (Years of Life Lost),160,Afghanistan,2,Female,23,5-14 years,294,All causes,3,Rate,2000,13784.232317402517,15041.627611034672,12150.477736382392
4,YLLs (Years of Life Lost),160,Afghanistan,3,Both,23,5-14 years,294,All causes,3,Rate,2000,14567.30663675435,15807.96377514423,13165.645380908492
4,YLLs (Years of Life Lost),160,Afghanistan,1,Male,24,15-49 years,294,All causes,3,Rate,2000,26784.292859155474,34360.61292395286,21826.084545259666
4,YLLs (Years of Life Lost),160,Afghanistan,2,Female,24,15-49 years,294,All causes,3,Rate,2000,28108.05226170198,34107.308106954035,22375.77735820944
4,YLLs (Years of Life Lost),160,Afghanistan,3,Both,24,15-49 years,294,All causes,3,Rate,2000,27442.488360393403,34153.605839245785,22152.850980074774
4,YLLs (Years of Life Lost),160,Afghanistan,1,Male,25,50-69 years,294,All causes,3,Rate,2000,98958.44483974695,118955.12263371715,77017.13766784087
4,YLLs (Years of Life Lost),160,Afghanistan,2,Female,25,50-69 years,294,All causes,3,Rate,2000,91285.38917816001,116248.94798559509,71131.75103282434
4,YLLs (Years of Life Lost),160,Afghanistan,3,Both,25,50-69 years,294,All causes,3,Rate,2000,94921.91573851109,117843.24171052167,73921.03938939366
4,YLLs (Years of Life Lost),160,Afghanistan,1,Male,26,70+ years,294,All causes,3,Rate,2000,162509.16135755024,179795.76653791743,144103.18520630657
4,YLLs (Years of Life Lost),160,Afghanistan,2,Female,26,70+ years,294,All causes,3,Rate,2000,154655.46202296056,181674.52471979772,136401.03781351412
4,YLLs (Years of Life Lost),160,Afghanistan,3,Both,26,70+ years,294,All causes,3,Rate,2000,158852.36960893855,180146.11706696567,140703.53815983536
4,YLLs (Years of Life Lost),97,Argentina,1,Male,1,Under 5,294,All causes,3,Rate,2000,38323.91531198361,39010.17720036494,37629.847759656
4,YLLs (Years of Life Lost),97,Argentina,2,Female,1,Under 5,294,All causes,3,Rate,2000,30215.02249034052,30911.14033310302,29637.13196891281
4,YLLs (Years of Life Lost),97,Argentina,3,Both,1,Under 5,294,All causes,3,Rate,2000,34339.63374051208,34770.44583604208,33929.9113086462
4,YLLs (Years of Life Lost),97,Argentina,1,Male,23,5-14 years,294,All causes,3,Rate,2000,2549.6282660321804,2576.8409949636016,2523.3571052395505
4,YLLs (Years of Life Lost),97,Argentina,2,Female,23,5-14 years,294,All causes,3,Rate,2000,1830.3360310989333,1850.5301570202282,1812.893335906827
4,YLLs (Years of Life Lost),97,Argentina,3,Both,23,5-14 years,294,All causes,3,Rate,2000,2195.110041553825,2209.265415097561,2181.4305187310683
4,YLLs (Years of Life Lost),97,Argentina,1,Male,24,15-49 years,294,All causes,3,Rate,2000,12241.816916049998,12311.223615338964,12173.759905951256
4,YLLs (Years of Life Lost),97,Argentina,2,Female,24,15-49 years,294,All causes,3,Rate,2000,5719.134167022166,5767.896516693932,5674.236474926918
4,YLLs (Years of Life Lost),97,Argentina,3,Both,24,15-49 years,294,All causes,3,Rate,2000,8943.018548627391,8983.563908319811,8900.530330000129
4,YLLs (Years of Life Lost),97,Argentina,1,Male,25,50-69 years,294,All causes,3,Rate,2000,49897.22958874897,50239.38346756063,49562.93938786517
4,YLLs (Years of Life Lost),97,Argentina,2,Female,25,50-69 years,294,All causes,3,Rate,2000,23744.608233899067,23932.50871818783,23569.206436875236
4,YLLs (Years of Life Lost),97,Argentina,3,Both,25,50-69 years,294,All causes,3,Rate,2000,36061.28085999363,36241.29770752338,35871.14133054891
4,YLLs (Years of Life Lost),97,Argentina,1,Male,26,70+ years,294,All causes,3,Rate,2000,107334.0341041388,107882.59511990575,106795.99658360952
4,YLLs (Years of Life Lost),97,Argentina,2,Female,26,70+ years,294,All causes,3,Rate,2000,68337.93534150028,68739.0154668774,67964.63993143105
4,YLLs (Years of Life Lost),97,Argentina,3,Both,26,70+ years,294,All causes,3,Rate,2000,83710.47607436778,84005.39663865678,83384.74238331971
4,YLLs (Years of Life Lost),129,Honduras,1,Male,1,Under 5,294,All causes,3,Rate,2000,69413.46053754391,80745.84274956223,59201.087246708004
4,YLLs (Years of Life Lost),129,Honduras,2,Female,1,Under 5,294,All causes,3,Rate,2000,59676.67346452314,69235.66873316774,51300.56551548333
4,YLLs (Years of Life Lost),129,Honduras,3,Both,1,Under 5,294,All causes,3,Rate,2000,64648.67167240985,75113.06529994422,55465.06748476015
4,YLLs (Years of Life Lost),129,Honduras,1,Male,23,5-14 years,294,All causes,3,Rate,2000,6872.333430751304,7565.48003489156,6206.85541889618
4,YLLs (Years of Life Lost),129,Honduras,2,Female,23,5-14 years,294,All causes,3,Rate,2000,6365.649686369366,6910.7218494876815,5834.126104204786
4,YLLs (Years of Life Lost),129,Honduras,3,Both,23,5-14 years,294,All causes,3,Rate,2000,6623.262753928466,7209.850725238471,6075.444816246036
4,YLLs (Years of Life Lost),129,Honduras,1,Male,24,15-49 years,294,All causes,3,Rate,2000,17281.348959804327,21710.691898221874,13680.36911665998
4,YLLs (Years of Life Lost),129,Honduras,2,Female,24,15-49 years,294,All causes,3,Rate,2000,12322.597348036348,15748.862088138385,9428.218895008416
4,YLLs (Years of Life Lost),129,Honduras,3,Both,24,15-49 years,294,All causes,3,Rate,2000,14730.52380593552,18147.80363082547,11779.11010895952
4,YLLs (Years of Life Lost),129,Honduras,1,Male,25,50-69 years,294,All causes,3,Rate,2000,41624.532353176975,56080.64421350274,30491.167511106458
4,YLLs (Years of Life Lost),129,Honduras,2,Female,25,50-69 years,294,All causes,3,Rate,2000,38063.864757123025,48730.32040397491,29003.010447618293
4,YLLs (Years of Life Lost),129,Honduras,3,Both,25,50-69 years,294,All causes,3,Rate,2000,39812.518629384766,50874.206226190334,30318.967030684842
4,YLLs (Years of Life Lost),129,Honduras,1,Male,26,70+ years,294,All causes,3,Rate,2000,86198.05580272099,106355.80136989817,69548.42467454061
4,YLLs (Years of Life Lost),129,Honduras,2,Female,26,70+ years,294,All causes,3,Rate,2000,91009.28653219747,106319.99856275872,76754.62521943622
4,YLLs (Years of Life Lost),129,Honduras,3,Both,26,70+ years,294,All causes,3,Rate,2000,88652.62027566714,104430.5878074469,74495.69499088766
4,YLLs (Years of Life Lost),78,Denmark,1,Male,1,Under 5,294,All causes,3,Rate,1990,19343.98670106732,20392.450656328536,18327.014820543936
4,YLLs (Years of Life Lost),78,Denmark,2,Female,1,Under 5,294,All causes,3,Rate,1990,14844.717947692943,15572.576042364539,14165.801395516242
4,YLLs (Years of Life Lost),78,Denmark,3,Both,1,Under 5,294,All causes,3,Rate,1990,17152.262074569622,18041.67440464844,16302.104368655751
4,YLLs (Years of Life Lost),78,Denmark,1,Male,23,5-14 years,294,All causes,3,Rate,1990,1815.5211135200054,1867.5808394400437,1766.4141224993768
4,YLLs (Years of Life Lost),78,Denmark,2,Female,23,5-14 years,294,All causes,3,Rate,1990,1255.3861011969516,1284.2528838500725,1226.3353026613136
4,YLLs (Years of Life Lost),78,Denmark,3,Both,23,5-14 years,294,All causes,3,Rate,1990,1541.4644724771729,1580.997160812293,1503.0967332517541
4,YLLs (Years of Life Lost),78,Denmark,1,Male,24,15-49 years,294,All causes,3,Rate,1990,9438.559157589798,9559.309839168984,9321.265138712208
4,YLLs (Years of Life Lost),78,Denmark,2,Female,24,15-49 years,294,All causes,3,Rate,1990,5198.969285026956,5293.707960314753,5107.0161935035985
4,YLLs (Years of Life Lost),78,Denmark,3,Both,24,15-49 years,294,All causes,3,Rate,1990,7367.263741875092,7441.113664893322,7290.799390637877
4,YLLs (Years of Life Lost),78,Denmark,1,Male,25,50-69 years,294,All causes,3,Rate,1990,47181.931352599735,47878.89940220863,46481.21021994972
4,YLLs (Years of Life Lost),78,Denmark,2,Female,25,50-69 years,294,All causes,3,Rate,1990,29739.987658467227,30223.64272879802,29267.531276672376
4,YLLs (Years of Life Lost),78,Denmark,3,Both,25,50-69 years,294,All causes,3,Rate,1990,38165.24910843603,38565.80892995726,37739.88256969552
4,YLLs (Years of Life Lost),78,Denmark,1,Male,26,70+ years,294,All causes,3,Rate,1990,115403.19567559857,116654.46857200905,114141.32036657707
4,YLLs (Years of Life Lost),78,Denmark,2,Female,26,70+ years,294,All causes,3,Rate,1990,74789.10288847856,75688.90183279649,73904.90679472283
4,YLLs (Years of Life Lost),78,Denmark,3,Both,26,70+ years,294,All causes,3,Rate,1990,90682.07324177148,91383.08922034508,89929.516619034
4,YLLs (Years of Life Lost),181,Madagascar,1,Male,1,Under 5,294,All causes,3,Rate,2000,227492.02694122633,257086.4704943108,199092.31657562868
4,YLLs (Years of Life Lost),181,Madagascar,2,Female,1,Under 5,294,All causes,3,Rate,2000,200854.0110279641,227555.52812372253,176450.54389337095
4,YLLs (Years of Life Lost),181,Madagascar,3,Both,1,Under 5,294,All causes,3,Rate,2000,214349.35596347114,242450.89551685663,187923.84781823
4,YLLs (Years of Life Lost),181,Madagascar,1,Male,23,5-14 years,294,All causes,3,Rate,2000,12276.209367611084,13383.02604558482,11159.698918314349
4,YLLs (Years of Life Lost),181,Madagascar,2,Female,23,5-14 years,294,All causes,3,Rate,2000,10439.40293202606,11182.037619469807,9668.345166933923
4,YLLs (Years of Life Lost),181,Madagascar,3,Both,23,5-14 years,294,All causes,3,Rate,2000,11362.910728162418,12279.866334731449,10413.009051269712
4,YLLs (Years of Life Lost),181,Madagascar,1,Male,24,15-49 years,294,All causes,3,Rate,2000,20304.3990356124,22698.416284145726,18060.201564942778
4,YLLs (Years of Life Lost),181,Madagascar,2,Female,24,15-49 years,294,All causes,3,Rate,2000,19176.000958882672,21522.74529332741,16775.907700864904
4,YLLs (Years of Life Lost),181,Madagascar,3,Both,24,15-49 years,294,All causes,3,Rate,2000,19732.984284751652,22089.214626328918,17397.575294055147
4,YLLs (Years of Life Lost),181,Madagascar,1,Male,25,50-69 years,294,All causes,3,Rate,2000,78507.41255250163,88409.59895012276,68748.00440466493
4,YLLs (Years of Life Lost),181,Madagascar,2,Female,25,50-69 years,294,All causes,3,Rate,2000,62926.86814996308,70435.62037992431,55883.43742845477
4,YLLs (Years of Life Lost),181,Madagascar,3,Both,25,50-69 years,294,All causes,3,Rate,2000,70524.02732072877,79177.52787000958,62155.264185707456
4,YLLs (Years of Life Lost),181,Madagascar,1,Male,26,70+ years,294,All causes,3,Rate,2000,150418.62196013166,158063.50182843584,140336.69567805406
4,YLLs (Years of Life Lost),181,Madagascar,2,Female,26,70+ years,294,All causes,3,Rate,2000,127302.58195748927,133933.83898051048,119436.44346803117
4,YLLs (Years of Life Lost),181,Madagascar,3,Both,26,70+ years,294,All causes,3,Rate,2000,138661.3984346743,145737.40268625444,129754.06084755885
4,YLLs (Years of Life Lost),210,Liberia,1,Male,1,Under 5,294,All causes,3,Rate,2000,369641.4091197623,403004.83928126434,335679.08734417433
4,YLLs (Years of Life Lost),210,Liberia,2,Female,1,Under 5,294,All causes,3,Rate,2000,327947.7045962418,351279.8402250447,304380.2191063696
4,YLLs (Years of Life Lost),210,Liberia,3,Both,1,Under 5,294,All causes,3,Rate,2000,349132.15309469745,378059.305585028,320980.1476417701
4,YLLs (Years of Life Lost),210,Liberia,1,Male,23,5-14 years,294,All causes,3,Rate,2000,14322.716925883416,15699.794253673197,12805.064857913032
4,YLLs (Years of Life Lost),210,Liberia,2,Female,23,5-14 years,294,All causes,3,Rate,2000,12211.850249413514,13452.33414090774,10503.746951081133
4,YLLs (Years of Life Lost),210,Liberia,3,Both,23,5-14 years,294,All causes,3,Rate,2000,13275.152610227491,14520.228676604735,11651.383563194968
4,YLLs (Years of Life Lost),210,Liberia,1,Male,24,15-49 years,294,All causes,3,Rate,2000,22584.801993030385,26094.698773594537,19401.941898824298
4,YLLs (Years of Life Lost),210,Liberia,2,Female,24,15-49 years,294,All causes,3,Rate,2000,24239.406871879586,29257.12354819223,20041.705716095054
4,YLLs (Years of Life Lost),210,Liberia,3,Both,24,15-49 years,294,All causes,3,Rate,2000,23424.752642906526,27718.01077417239,19775.97703858479
4,YLLs (Years of Life Lost),210,Liberia,1,Male,25,50-69 years,294,All causes,3,Rate,2000,73522.68615910636,84286.4325589808,64372.32445475235
4,YLLs (Years of Life Lost),210,Liberia,2,Female,25,50-69 years,294,All causes,3,Rate,2000,65248.65965070641,73199.42007899145,57836.261712703264
4,YLLs (Years of Life Lost),210,Liberia,3,Both,25,50-69 years,294,All causes,3,Rate,2000,69540.50228590339,79020.39831979071,61271.755897361436
4,YLLs (Years of Life Lost),210,Liberia,1,Male,26,70+ years,294,All causes,3,Rate,2000,140803.35445829484,153289.55780539714,129950.72296419943
4,YLLs (Years of Life Lost),210,Liberia,2,Female,26,70+ years,294,All causes,3,Rate,2000,128062.01642714636,134879.2545111508,121434.04817273689
4,YLLs (Years of Life Lost),210,Liberia,3,Both,26,70+ years,294,All causes,3,Rate,2000,134742.98211494632,144532.76219693405,126118.68044054884
4,YLLs (Years of Life Lost),51,Poland,1,Male,1,Under 5,294,All causes,3,Rate,2000,17374.918803160435,18137.106260546,16658.736816413293
4,YLLs (Years of Life Lost),51,Poland,2,Female,1,Under 5,294,All causes,3,Rate,2000,14204.912657890383,14829.009088604786,13567.556142601481
4,YLLs (Years of Life Lost),51,Poland,3,Both,1,Under 5,294,All causes,3,Rate,2000,15831.44670540814,16508.757282137252,15168.245488773977
4,YLLs (Years of Life Lost),51,Poland,1,Male,23,5-14 years,294,All causes,3,Rate,2000,1790.8862865957785,1821.1564786522235,1762.3365835306017
4,YLLs (Years of Life Lost),51,Poland,2,Female,23,5-14 years,294,All causes,3,Rate,2000,1127.9384812420951,1145.4289183166964,1109.5397391421604
4,YLLs (Years of Life Lost),51,Poland,3,Both,23,5-14 years,294,All causes,3,Rate,2000,1466.916329340177,1489.8854198998954,1445.4641914675842
4,YLLs (Years of Life Lost),51,Poland,1,Male,24,15-49 years,294,All causes,3,Rate,2000,14621.109459694479,14716.166837559607,14521.715113970718
4,YLLs (Years of Life Lost),51,Poland,2,Female,24,15-49 years,294,All causes,3,Rate,2000,5050.919383844573,5112.0531512133,4989.895111666645
4,YLLs (Years of Life Lost),51,Poland,3,Both,24,15-49 years,294,All causes,3,Rate,2000,9872.095432094156,9930.149738295302,9813.06024319184
4,YLLs (Years of Life Lost),51,Poland,1,Male,25,50-69 years,294,All causes,3,Rate,2000,60232.36279890245,60682.28380380061,59771.65140904645
4,YLLs (Years of Life Lost),51,Poland,2,Female,25,50-69 years,294,All causes,3,Rate,2000,24975.417723716186,25249.777596395834,24706.337273962872
4,YLLs (Years of Life Lost),51,Poland,3,Both,25,50-69 years,294,All causes,3,Rate,2000,41213.54642353467,41477.88667180581,40952.65521606164
4,YLLs (Years of Life Lost),51,Poland,1,Male,26,70+ years,294,All causes,3,Rate,2000,116651.78772130587,117293.0257588677,115987.59178746495
4,YLLs (Years of Life Lost),51,Poland,2,Female,26,70+ years,294,All causes,3,Rate,2000,76833.66428829604,77457.69890278787,76221.23006626262
4,YLLs (Years of Life Lost),51,Poland,3,Both,26,70+ years,294,All causes,3,Rate,2000,90830.86978253307,91320.69513188455,90370.72976160144
4,YLLs (Years of Life Lost),36,Kazakhstan,1,Male,1,Under 5,294,All causes,3,Rate,2000,70938.42159161025,80565.88600198286,61822.98702423393
4,YLLs (Years of Life Lost),36,Kazakhstan,2,Female,1,Under 5,294,All causes,3,Rate,2000,54118.80220929942,61128.78385450118,47381.79806316646
4,YLLs (Years of Life Lost),36,Kazakhstan,3,Both,1,Under 5,294,All causes,3,Rate,2000,62731.06980348454,71110.67177272856,54790.707443908585
4,YLLs (Years of Life Lost),36,Kazakhstan,1,Male,23,5-14 years,294,All causes,3,Rate,2000,5895.015308849167,6351.619422316377,5459.108488426806
4,YLLs (Years of Life Lost),36,Kazakhstan,2,Female,23,5-14 years,294,All causes,3,Rate,2000,3554.392125799043,3787.2711553946906,3323.266298462256
4,YLLs (Years of Life Lost),36,Kazakhstan,3,Both,23,5-14 years,294,All causes,3,Rate,2000,4744.369918935192,5089.390806037956,4414.891841631668
4,YLLs (Years of Life Lost),36,Kazakhstan,1,Male,24,15-49 years,294,All causes,3,Rate,2000,33986.44310076161,35297.62420311452,32710.39732623051
4,YLLs (Years of Life Lost),36,Kazakhstan,2,Female,24,15-49 years,294,All causes,3,Rate,2000,11619.800886573077,12135.152521468352,11119.926216214179
4,YLLs (Years of Life Lost),36,Kazakhstan,3,Both,24,15-49 years,294,All causes,3,Rate,2000,22619.92869962089,23344.590990541925,21942.79636397039
4,YLLs (Years of Life Lost),36,Kazakhstan,1,Male,25,50-69 years,294,All causes,3,Rate,2000,106009.24549951851,110930.6294134315,101241.44896232568
4,YLLs (Years of Life Lost),36,Kazakhstan,2,Female,25,50-69 years,294,All causes,3,Rate,2000,45674.71250917281,47430.903996836896,43900.391067776145
4,YLLs (Years of Life Lost),36,Kazakhstan,3,Both,25,50-69 years,294,All causes,3,Rate,2000,72227.4456772012,74735.51213065091,69820.72763939748
4,YLLs (Years of Life Lost),36,Kazakhstan,1,Male,26,70+ years,294,All causes,3,Rate,2000,163755.59372312677,169054.0629871005,158519.729649212
4,YLLs (Years of Life Lost),36,Kazakhstan,2,Female,26,70+ years,294,All causes,3,Rate,2000,109403.86464630067,112345.39846074033,106378.4815126277
4,YLLs (Years of Life Lost),36,Kazakhstan,3,Both,26,70+ years,294,All causes,3,Rate,2000,126251.14029949291,128947.06285341336,123716.39738968438
4,YLLs (Years of Life Lost),52,Romania,1,Male,1,Under 5,294,All causes,3,Rate,2000,43454.755086611374,44691.194875055946,42249.81789885228
4,YLLs (Years of Life Lost),52,Romania,2,Female,1,Under 5,294,All causes,3,Rate,2000,34611.22668316838,35590.42149093706,33625.059725748375
4,YLLs (Years of Life Lost),52,Romania,3,Both,1,Under 5,294,All causes,3,Rate,2000,39148.33173467739,40169.29849032928,38209.273257844376
4,YLLs (Years of Life Lost),52,Romania,1,Male,23,5-14 years,294,All causes,3,Rate,2000,4786.119719668204,4859.769624602577,4711.829718068444
4,YLLs (Years of Life Lost),52,Romania,2,Female,23,5-14 years,294,All causes,3,Rate,2000,3163.722758430984,3211.3070779416553,3118.3589103458353
4,YLLs (Years of Life Lost),52,Romania,3,Both,23,5-14 years,294,All causes,3,Rate,2000,3992.6236616085434,4043.3985354787656,3939.89289524239
4,YLLs (Years of Life Lost),52,Romania,1,Male,24,15-49 years,294,All causes,3,Rate,2000,15520.780354098553,15654.595702926503,15387.281864298971
4,YLLs (Years of Life Lost),52,Romania,2,Female,24,15-49 years,294,All causes,3,Rate,2000,6365.418371844376,6459.942289367703,6268.526518922047
4,YLLs (Years of Life Lost),52,Romania,3,Both,24,15-49 years,294,All causes,3,Rate,2000,10981.341511567549,11059.63597058496,10901.651575592208
4,YLLs (Years of Life Lost),52,Romania,1,Male,25,50-69 years,294,All causes,3,Rate,2000,65054.43799473734,65689.21569044735,64411.37577041079
4,YLLs (Years of Life Lost),52,Romania,2,Female,25,50-69 years,294,All causes,3,Rate,2000,31149.490443709255,31566.61909582349,30731.20974792188
4,YLLs (Years of Life Lost),52,Romania,3,Both,25,50-69 years,294,All causes,3,Rate,2000,46960.146073397234,47316.858120689656,46595.24757840508
4,YLLs (Years of Life Lost),52,Romania,1,Male,26,70+ years,294,All causes,3,Rate,2000,121842.57894648852,122709.27900666237,120963.62102044214
4,YLLs (Years of Life Lost),52,Romania,2,Female,26,70+ years,294,All causes,3,Rate,2000,93183.92286197795,94096.61118737333,92271.46720302425
4,YLLs (Years of Life Lost),52,Romania,3,Both,26,70+ years,294,All causes,3,Rate,2000,104599.40175359628,105184.31235563963,103970.8626838655
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,1,Male,1,Under 5,294,All causes,3,Rate,1990,329488.9740302744,360459.560426054,299889.81071870227
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,2,Female,1,Under 5,294,All causes,3,Rate,1990,286614.7892571377,309098.9303172948,265090.1715604497
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,3,Both,1,Under 5,294,All causes,3,Rate,1990,308403.47689815954,334430.5157635931,282706.860325597
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,1,Male,23,5-14 years,294,All causes,3,Rate,1990,12900.457573976424,15040.790779162338,10720.11523633516
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,2,Female,23,5-14 years,294,All causes,3,Rate,1990,9922.47756774846,11719.632441838381,7778.290529116154
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,3,Both,23,5-14 years,294,All causes,3,Rate,1990,11439.567484972704,13384.232374765654,9283.177177303882
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,1,Male,24,15-49 years,294,All causes,3,Rate,1990,26543.223721646642,34869.282143802135,21735.13563418665
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,2,Female,24,15-49 years,294,All causes,3,Rate,1990,22765.33635079444,36805.29122570621,16969.71053346955
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,3,Both,24,15-49 years,294,All causes,3,Rate,1990,24685.81511548591,35676.89739224929,19515.40586246944
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,1,Male,25,50-69 years,294,All causes,3,Rate,1990,87720.53656200535,101140.95966934647,77470.74336529909
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,2,Female,25,50-69 years,294,All causes,3,Rate,1990,53112.4914897501,63780.727068664186,45766.661236107895
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,3,Both,25,50-69 years,294,All causes,3,Rate,1990,71953.06532121229,83154.84207360241,62988.75288861424
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,1,Male,26,70+ years,294,All causes,3,Rate,1990,161557.11633995367,174128.54297337407,151404.88597023615
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,2,Female,26,70+ years,294,All causes,3,Rate,1990,114049.34912551139,121550.48194859384,108249.70082346963
4,YLLs (Years of Life Lost),205,Côte d'Ivoire,3,Both,26,70+ years,294,All causes,3,Rate,1990,139019.0993782209,149291.79187187468,130909.94124334505
4,YLLs (Years of Life Lost),30,Vanuatu,1,Male,1,Under 5,294,All causes,3,Rate,1990,73368.7543074082,90557.20639320234,58920.95739962208
4,YLLs (Years of Life Lost),30,Vanuatu,2,Female,1,Under 5,294,All causes,3,Rate,1990,67193.13306150859,81601.11145157657,54750.05057478034
4,YLLs (Years of Life Lost),30,Vanuatu,3,Both,1,Under 5,294,All causes,3,Rate,1990,70391.13148030259,85934.73086901779,56648.084979778134
4,YLLs (Years of Life Lost),30,Vanuatu,1,Male,23,5-14 years,294,All causes,3,Rate,1990,6191.922965600765,7249.084813203955,5107.227317194124
4,YLLs (Years of Life Lost),30,Vanuatu,2,Female,23,5-14 years,294,All causes,3,Rate,1990,4326.677341966742,4935.002091985353,3692.35714141844
4,YLLs (Years of Life Lost),30,Vanuatu,3,Both,23,5-14 years,294,All causes,3,Rate,1990,5301.5536239893345,6135.912108101693,4430.487182139693
4,YLLs (Years of Life Lost),30,Vanuatu,1,Male,24,15-49 years,294,All causes,3,Rate,1990,29475.284632478855,36623.0069028624,20665.538778719852
4,YLLs (Years of Life Lost),30,Vanuatu,2,Female,24,15-49 years,294,All causes,3,Rate,1990,14997.07722637627,19566.9587214215,10771.912105522219
4,YLLs (Years of Life Lost),30,Vanuatu,3,Both,24,15-49 years,294,All causes,3,Rate,1990,22246.7487158176,28107.43218994018,15761.834038942969
4,YLLs (Years of Life Lost),30,Vanuatu,1,Male,25,50-69 years,294,All causes,3,Rate,1990,93894.49649665893,117179.20419893775,78854.74660496868
4,YLLs (Years of Life Lost),30,Vanuatu,2,Female,25,50-69 years,294,All causes,3,Rate,1990,62872.04443746264,79257.09248942677,48319.54100224966
4,YLLs (Years of Life Lost),30,Vanuatu,3,Both,25,50-69 years,294,All causes,3,Rate,1990,79917.70201021539,100094.20510255023,65448.56525430559
4,YLLs (Years of Life Lost),30,Vanuatu,1,Male,26,70+ years,294,All causes,3,Rate,1990,153366.44218192797,176143.39046518694,140199.98484112901
4,YLLs (Years of Life Lost),30,Vanuatu,2,Female,26,70+ years,294,All causes,3,Rate,1990,131756.92487124426,155249.7944620138,106966.80250792358
4,YLLs (Years of Life Lost),30,Vanuatu,3,Both,26,70+ years,294,All causes,3,Rate,1990,144111.69944737878,167195.5771511023,127476.46649034841
4,YLLs (Years of Life Lost),203,Cabo Verde,1,Male,1,Under 5,294,All causes,3,Rate,1990,130315.705257843,139740.73412203626,120621.88096038351
4,YLLs (Years of Life Lost),203,Cabo Verde,2,Female,1,Under 5,294,All causes,3,Rate,1990,112776.85685034662,119869.95339035978,105711.58353011738
4,YLLs (Years of Life Lost),203,Cabo Verde,3,Both,1,Under 5,294,All causes,3,Rate,1990,121639.58096615181,129676.67339501712,113409.41118796868
4,YLLs (Years of Life Lost),203,Cabo Verde,1,Male,23,5-14 years,294,All causes,3,Rate,1990,5048.293325553662,5225.5143421669745,4870.943773153137
4,YLLs (Years of Life Lost),203,Cabo Verde,2,Female,23,5-14 years,294,All causes,3,Rate,1990,4917.729340624167,5070.788120690281,4771.481146029399
4,YLLs (Years of Life Lost),203,Cabo Verde,3,Both,23,5-14 years,294,All causes,3,Rate,1990,4983.180002474573,5133.012000343029,4821.306819866041
4,YLLs (Years of Life Lost),203,Cabo Verde,1,Male,24,15-49 years,294,All causes,3,Rate,1990,14886.67993507013,15824.695657678792,14102.110274718529
4,YLLs (Years of Life Lost),203,Cabo Verde,2,Female,24,15-49 years,294,All causes,3,Rate,1990,8971.380942112424,10039.264289771008,8130.783604036983
4,YLLs (Years of Life Lost),203,Cabo Verde,3,Both,24,15-49 years,294,All causes,3,Rate,1990,11702.430496824742,12605.310903233285,10984.85660728413
4,YLLs (Years of Life Lost),203,Cabo Verde,1,Male,25,50-69 years,294,All causes,3,Rate,1990,44283.826067509544,47120.35705719303,41571.759891162474
